2019/6/14,3.5,0,8,1
2019/6/15,13.5,0,8,1
2019/6/16,0.0,0,8,1
2019/6/17,0,1,8,1
2019/6/18,0,1,8,1
2019/6/19,0,1,8,1
2019/6/20,0,1,8,1
2019/6/21,0,1,8,1
2019/6/22,0.0,0,8,1
2019/6/23,1.5,0,8,1
2019/6/24,0,1,8,1
2019/6/25,0,1,8,1
2019/6/26,4.5,0,8,1
2019/6/27,67.5,0,8,1
2019/6/28,0.5,0,8,1
2019/6/29,4.0,0,8,1
2019/6/30,39.5,0,8,1
