        2009 ,           1
        2009 ,           0
        2009 ,           1
        2009 ,           0
        2009 ,          20
        2009 ,           6
        2009 ,           0
        2009 ,           0
        2009 ,           1
        2009 ,           8
        2009 ,          26
        2009 ,           0
        2009 ,          18
        2009 ,          22
        2009 ,          21
        2010 ,           0
        2010 ,           0
        2010 ,           0
        2010 ,           0
        2010 ,          37
        2010 ,           0
        2010 ,          44
        2010 ,          15
        2010 ,          36
        2010 ,           0
        2010 ,           0
        2010 ,           0
        2010 ,          21
        2010 ,          31
        2010 ,           0
        2010 ,           9
        2010 ,         105
        2010 ,          15
        2010 ,           0
        2010 ,           9
        2010 ,           0
        2011 ,          13
        2011 ,           0
        2011 ,           0
        2011 ,           0
        2011 ,           0
        2011 ,           2
        2011 ,           0
        2011 ,          30
        2011 ,          39
        2011 ,          10
        2011 ,           1
        2011 ,          25
        2011 ,           2
        2011 ,          18
        2011 ,           3
        2011 ,          12
        2011 ,          12
        2011 ,           0
        2011 ,           0
        2011 ,           2
        2011 ,           8
        2011 ,           0
        2011 ,           0
        2011 ,           0
        2012 ,           0
        2012 ,           0
        2012 ,           0
        2012 ,           0
        2012 ,           0
        2012 ,          13
        2012 ,           1
        2012 ,           0
        2012 ,           3
        2012 ,           2
        2012 ,          51
        2012 ,           3
        2012 ,           0
        2012 ,          16
        2012 ,           0
        2012 ,          58
        2012 ,          36
        2012 ,           1
        2012 ,           4
        2012 ,           0
        2012 ,          16
        2013 ,           0
        2013 ,           0
        2013 ,           0
        2013 ,           0
        2013 ,           0
        2013 ,          39
        2013 ,           0
        2013 ,          53
        2013 ,          80
        2013 ,          15
        2013 ,           0
        2013 ,           3
        2013 ,           0
        2013 ,          42
        2013 ,           0
        2013 ,           0
        2013 ,           0
        2013 ,           0
        2014 ,           0
        2014 ,           8
        2014 ,           1
        2014 ,          16
        2014 ,           4
        2014 ,           0
        2014 ,           0
        2014 ,           0
        2014 ,           0
        2014 ,           0
        2014 ,           0
        2014 ,           0
        2014 ,           0
        2014 ,           0
        2014 ,           0
        2014 ,           1
        2014 ,           7
        2014 ,           0
        2014 ,           0
        2014 ,           0
        2014 ,           5
        2014 ,           0
        2014 ,           0
        2015 ,           1
        2015 ,          49
        2015 ,          15
        2015 ,           1
        2015 ,           3
        2015 ,          22
        2015 ,           6
        2015 ,           2
        2015 ,           0
        2015 ,           0
        2015 ,           0
        2015 ,           0
        2015 ,           6
        2015 ,           9
        2015 ,           0
        2015 ,           0
        2015 ,           0
        2015 ,           0
        2015 ,          16
        2015 ,           0
        2015 ,           0
        2015 ,           0
        2015 ,          17
        2016 ,           0
        2016 ,          18
        2016 ,          11
        2016 ,           0
        2016 ,           0
        2016 ,           0
        2016 ,          18
        2016 ,           4
        2016 ,           0
        2016 ,           0
        2016 ,          35
        2016 ,           0
        2016 ,          19
        2016 ,           0
        2016 ,          33
        2016 ,          19
        2016 ,          50
        2016 ,          21
        2016 ,          36
        2016 ,          22
        2016 ,           5
        2016 ,          15
        2016 ,           0
        2017 ,          11
        2017 ,           0
        2017 ,           0
        2017 ,          39
        2017 ,           0
        2017 ,           0
        2017 ,           0
        2017 ,          59
        2017 ,           7
        2017 ,          14
        2017 ,           0
        2017 ,           0
        2017 ,           4
        2017 ,           0
        2017 ,          22
        2018 ,           9
        2018 ,          32
        2018 ,           2
        2018 ,          18
        2018 ,           0
        2018 ,           3
        2018 ,           4
        2018 ,           0
        2018 ,           4
        2018 ,           0
        2018 ,           3
        2018 ,          47
        2018 ,           0
        2018 ,          17
        2018 ,           1
        2018 ,           0
        2018 ,           0
        2018 ,           0
        2018 ,          59
        2018 ,          12
        2019 ,           0
        2019 ,           0
        2019 ,           0
        2019 ,          24
        2019 ,           0
        2019 ,           0
        2019 ,           0
        2019 ,           0
        2019 ,           3
        2019 ,          13
        2019 ,           0
        2019 ,           0
        2019 ,           1
        2019 ,           4
        2019 ,          67
        2019 ,           0
        2019 ,           4
        2019 ,          39
